image index	predicted index	target index	correct	path	path probability	path length	number backtracks
197	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9985900521278381, 0.9998008608818054, 0.9999957084655762]	4	0
198	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
199	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 1.0, 1.0]	4	0
200	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999963045120239, 0.9999994039535522, 0.9999560117721558]	5	0
201	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9826352596282959, 0.9656896591186523]	4	0
202	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999995231628418, 1.0]	4	0
203	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9945606589317322, 0.9989784955978394, 0.9998533725738525, 0.9999319314956665]	5	0
204	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999996423721313, 0.9999997615814209, 0.9999998807907104]	4	0
205	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
206	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9974884986877441, 0.9990948438644409, 0.9995656609535217]	4	0
207	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
208	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
209	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
210	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999957084655762, 0.9999982118606567, 0.9999923706054688, 0.9998086094856262]	5	0
211	4	4	TRUE	['n00003553', 'n03575240', 'n03125870', 'n03575240', 'n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.6539849638938904, 0.7819740176200867, 0.7819740176200867, 0.7819740176200867, 0.346015065908432, 0.8845117688179016, 0.9964500665664673, 0.9986453652381897]	9	1
212	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
213	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999966621398926, 0.9976205229759216, 0.9990084767341614]	4	0
214	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9828553795814514, 0.9774760007858276, 0.9059395790100098]	4	0
215	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9937883019447327, 0.9976992011070251, 0.9994078874588013]	4	0
216	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999994039535522, 1.0, 1.0]	5	0
217	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 0.9999867677688599]	4	0
218	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9996833801269531, 0.9998917579650879, 0.9999674558639526]	4	0
219	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
220	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999996423721313, 0.9999991655349731, 0.9999988079071045, 0.9999784231185913]	5	0
221	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999997615814209, 0.9815436601638794]	3	0
222	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 0.9999998807907104]	4	0
223	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.9999988079071045, 0.9987686276435852, 0.9998406171798706]	5	0
224	4	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.999992847442627, 0.9999916553497314, 0.6303362250328064, 0.9725199341773987]	5	0
225	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 1.0, 0.9997866749763489]	4	0
226	0	6	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.6979942917823792, 0.6037580370903015, 0.6145376563072205]	4	0
227	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
228	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999995231628418, 0.8353145718574524, 0.9880032539367676]	5	0
229	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9884041547775269]	3	0
230	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
231	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
232	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999942779541016, 0.9999903440475464, 0.999969482421875, 0.8695786595344543]	5	0
233	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999059438705444, 0.9999299049377441, 0.9999948740005493]	4	0
234	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
235	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999994039535522, 0.9999995231628418, 1.0]	4	0
236	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
237	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9965267777442932, 0.7029356956481934, 0.7730355262756348]	4	0
238	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999996423721313, 0.9999997615814209, 0.9999998807907104, 0.9999929666519165]	5	0
239	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
240	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
241	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999978542327881]	4	0
242	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999970197677612, 0.9835679531097412, 0.9947214126586914]	4	0
243	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
244	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
245	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999822378158569, 0.9994547963142395, 0.9998840093612671, 0.9999738931655884]	5	0
246	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999994039535522, 0.9999998807907104, 0.9999964237213135]	4	0
247	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999148845672607, 0.9930427074432373, 0.9980567097663879]	4	0
248	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999978542327881, 0.9999977350234985]	3	0
249	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9998865127563477, 0.9998981952667236]	3	0
250	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999998807907104, 1.0, 1.0]	5	0
251	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999998807907104, 0.9999988079071045, 0.9999998807907104, 0.9999969005584717]	5	0
252	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
253	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999988079071045, 0.9999995231628418]	4	0
254	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.999832272529602, 0.9986023306846619, 0.9996200799942017, 0.9906989932060242]	5	0
255	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9985155463218689, 0.9996045231819153, 0.9912005066871643]	4	0
256	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999852180480957, 0.999997615814209, 0.9999997615814209]	5	0
257	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 1.0, 0.9999996423721313]	4	0
258	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 0.9999998807907104, 0.9949245452880859]	4	0
259	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 1.0, 0.9330136179924011]	4	0
260	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
261	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999985694885254]	4	0
262	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 1.0, 1.0, 0.9999990463256836]	5	0
263	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9992929697036743, 0.9998904466629028, 0.9999759197235107]	5	0
264	8	0	FALSE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999985694885254, 0.9999915361404419, 0.7230315208435059]	4	0
265	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9291843175888062, 0.9762206077575684, 0.998383641242981]	4	0
266	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9971923232078552, 0.9948947429656982]	3	0
267	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999995231628418, 1.0, 1.0]	5	0
268	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
269	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.996494472026825, 0.9990944862365723, 0.9999191761016846]	4	0
270	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999997615814209]	3	0
271	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 0.9999972581863403, 0.996037483215332]	5	0
272	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
273	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999982118606567, 0.9999982118606567, 0.9998291730880737, 0.9946001768112183]	5	0
274	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
275	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999988079071045, 0.9999974966049194, 0.9999822378158569, 0.6075153946876526]	5	0
276	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999878406524658, 0.9998914003372192, 0.9999098777770996]	4	0
277	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9995970129966736, 0.9999814033508301, 0.9808669686317444]	5	0
278	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999994039535522, 0.9999769926071167, 0.9987261891365051, 0.999822199344635]	5	0
279	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9996685981750488, 0.9999947547912598, 0.9999792575836182]	5	0
280	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 0.9999868869781494, 0.9999914169311523]	4	0
281	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999289512634277, 0.9998282194137573, 0.995672881603241]	4	0
282	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999996423721313, 0.9999986886978149]	3	0
283	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
284	9	0	FALSE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 0.8734332323074341, 0.9328566193580627]	4	0
285	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
286	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9995431900024414, 0.9999860525131226]	4	0
287	8	0	FALSE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9297761917114258, 0.96820068359375, 0.9844299554824829]	4	0
288	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999973773956299, 0.9999895095825195, 0.9887139201164246, 0.9986754059791565]	5	0
289	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999996423721313]	4	0
290	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
291	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
292	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
293	1	9	FALSE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.7255125641822815]	4	0
294	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.999998927116394, 1.0, 1.0, 1.0]	5	0
295	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9985248446464539, 0.999983549118042, 0.9999983310699463]	5	0
296	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
297	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999997615814209, 1.0]	4	0
298	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
299	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999998807907104]	3	0
300	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
301	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
302	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999996423721313, 0.9999984502792358, 0.999891996383667, 0.9999305009841919]	5	0
303	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999579191207886, 0.9999984502792358]	3	0
304	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
305	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999991655349731, 0.9946171641349792, 0.9996699094772339]	4	0
306	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999988079071045, 0.999329686164856, 0.9984614849090576]	4	0
307	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.999805748462677, 0.999894380569458]	3	0
308	9	1	FALSE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.6001924872398376]	4	0
309	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 0.8190585970878601]	3	0
310	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9860963225364685, 0.9992145299911499]	4	0
311	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 1.0]	3	0
312	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.999998927116394, 0.999985933303833, 0.825290858745575]	4	0
313	-1	0	FALSE	['n00003553', 'n01471682', 'n00003553', 'n03575240', 'n00003553']	[0.7252386212348938, 0.7252386212348938, 0.2747614085674286, 0.2747614085674286]	5	2
314	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999983310699463, 0.999996542930603, 0.9999918937683105]	5	0
315	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999197721481323, 0.9999790191650391, 0.9999973773956299]	4	0
316	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999982118606567, 0.9999990463256836, 0.9998918771743774]	5	0
317	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 0.999968409538269, 0.9999984502792358]	5	0
318	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.999432384967804, 0.9999856948852539, 0.9999998807907104]	5	0
319	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
320	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
321	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
322	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999996423721313]	3	0
323	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999991655349731, 0.9994089603424072, 0.999901533126831, 0.999985933303833]	5	0
324	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.99809330701828, 0.9979552030563354, 0.9296117424964905]	5	0
325	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9995670914649963, 0.9999802112579346, 0.9999983310699463]	4	0
326	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.999998927116394, 0.9999990463256836, 0.9999998807907104, 0.9999645948410034]	5	0
327	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
328	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999996423721313, 0.9999986886978149, 0.9999986886978149, 0.9999995231628418]	5	0
329	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999992847442627, 1.0]	3	0
330	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999954700469971, 0.9999997615814209, 0.9999905824661255]	4	0
331	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999994039535522, 0.9999966621398926]	4	0
332	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9978325963020325, 0.9997616410255432, 0.9973037242889404]	5	0
333	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
334	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
335	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
336	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
337	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999830722808838, 0.999996542930603, 0.9999997615814209]	4	0
338	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9945070147514343, 0.9973080158233643, 0.9993185997009277]	4	0
339	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9998722076416016, 0.9999756813049316, 0.9994747042655945, 0.9998440742492676]	5	0
340	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999914169311523, 0.9642575979232788]	3	0
341	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9995517134666443, 0.9995682835578918]	3	0
342	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.922747015953064, 0.9659163951873779]	3	0
343	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9998418092727661, 0.9987853169441223, 0.9998887777328491, 0.9999960660934448]	5	0
344	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 0.9999998807907104]	4	0
345	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9945766925811768]	5	0
346	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 1.0, 0.999657154083252, 0.9999736547470093]	5	0
347	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.999998927116394, 1.0]	3	0
348	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999972581863403, 0.9999955892562866, 0.9999996423721313]	4	0
349	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999996423721313, 1.0, 0.9999994039535522]	4	0
350	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999992847442627, 1.0, 1.0]	4	0
351	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
352	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.999503493309021, 0.9999814033508301]	4	0
353	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999957084655762, 0.9999997615814209]	3	0
354	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9998418092727661]	3	0
355	4	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999843835830688, 0.9978891015052795, 0.9919312596321106, 0.7526801228523254]	5	0
356	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9995899796485901, 0.9999688863754272, 0.9239635467529297]	5	0
357	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 0.9847354888916016]	3	0
358	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999983310699463, 0.9999995231628418, 0.9987102746963501]	4	0
359	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999996423721313, 0.9999998807907104, 1.0]	4	0
360	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
361	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9957485795021057]	5	0
362	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999996423721313, 0.9999997615814209, 0.9999862909317017]	4	0
363	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999922513961792, 0.9999784231185913]	4	0
364	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999972581863403, 0.9999997615814209]	4	0
365	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999972581863403, 0.9999961853027344, 0.9998747110366821, 0.9997346997261047]	5	0
366	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999904632568359, 0.9999675750732422, 0.9977883100509644]	4	0
367	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9996155500411987, 0.9997983574867249, 0.9998113512992859, 0.9997243285179138]	5	0
368	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.98384028673172, 0.9962596893310547, 0.9864097237586975]	4	0
369	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999995231628418, 0.9999998807907104, 0.9999998807907104]	4	0
370	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9988561868667603, 0.5999372005462646, 0.8420091271400452, 0.9389479756355286]	5	0
371	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999998807907104, 1.0, 1.0]	5	0
372	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999966621398926, 0.9999990463256836]	4	0
373	2	4	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9996837377548218, 0.9908223152160645]	3	0
